Data,Real,Previsto
2018-02-19,1922.0,1813.3696967722349
2018-02-26,2059.0,2029.7082222043068
2018-03-05,2139.0,1832.6950233700009
2018-03-12,1808.0,1727.9853455256807
2018-03-19,1911.0,1835.478468583874
2018-03-26,1949.9999999999998,1865.3898694502402
2018-04-02,1697.0,1964.1828433356925
2018-04-09,1758.0,1902.178586545538
2018-04-16,1837.0,1945.9520813393744
2018-04-23,1940.9999999999998,1814.6834486157884
2018-04-30,1875.0,1994.3027222204225
2018-05-07,2164.0,2038.0146952507894
2018-05-14,2287.0,2110.442884417152
2018-05-21,1962.0000000000002,2049.5507325905414
2018-05-28,1038.0,1990.685696069928
2018-06-04,1318.0,1510.0551067927258
2018-06-11,1756.0,1428.6731196919638
2018-06-18,1670.0,1924.0363225577723
2018-06-25,1653.0,2209.9776501529377
2018-07-02,1558.0,1982.5201452641452
2018-07-09,1286.0,1457.8264312705467
2018-07-16,1205.0,1483.032213411638
2018-07-23,1956.0,1741.3831262722201
2018-07-30,1865.0000000000002,2082.1274381675116
2018-08-06,2423.0,1785.128241456511
2018-08-13,2145.0,2019.2590497338822
2018-08-20,2016.0,1849.8678231806134
2018-08-27,980.0,1680.4273294154748
